session,candidate_name,matched_text,similarity,context,cue_start
roundtable-005,Ben Red,be bored,0.8,"ored while you're making that work, then your audience will be bored with it as well, and I took that to heart, and I never let ",2349.25
roundtable-005,Clayton Campbell,Colin Campbell,0.8,"erything for oneself. Otherwise you get bored, and my Prof. Colin Campbell used to say to me, If you're bored while you're making that",2349.25
roundtable-006,Patrick Lichty,"Patrick,",0.67,"u, you know, you made me think of, which is that, you know, Patrick, he mentioned sort of offhand about this idea of Techspressi",4247.08
interview-007,Michael Rees,Michael creates,0.89,Michael creates his original fine art prints based on his own specialized m,153.72
interview-007,Andy Wauman,any human,0.8,to become integrated so science and math has its foibles as any human,3027.22
interview-007,Michael Rees,Michael creates,0.89,e has developed and refined a unique artistic perspective.  Michael creates his original fine art prints based on his own specialized m,0.0
interview-007,Andy Wauman,any human,0.8,to become integrated so science and math has its foibles as any human endeavor uh new areas that break new ground um take a while,2963.32
salon-089,Cynthia DiDonato,Cynthia Adidonado,0.91,y. And then these tube worms live around these ocean fence. Cynthia Adidonado can tell you more about that because her project was on,2164.17
salon-089,Cynthia DiDonato,Cynthia Diadonado,0.91,"cience and Art. He highlights the entire program along with Cynthia Diadonado and Cynthia Beth Rubin, who are both Techspressionist artis",2467.31
salon-110,cha,can,0.67,"And also, can you tell us where your Zoom is.",163.97
salon-110,cha,can,0.67,"Let's see, can you guys see my screen?",179.78
salon-110,cha,can,0.67,"The versus… let me just double check, you guys can see, okay.",198.33
salon-110,cha,can,0.67," kinda use it to keep myself on track, and… and hopefully I can,",216.12
salon-110,cha,can,0.67,And you can go and find it at mudd.foundation. And he has a exhibition ,337.81
salon-110,cha,change,0.67,"s to do work that required that the artwork actually, like, change over the course of a year.",349.34
salon-110,cha,can,0.67,"process, why don't you create a critique space where people can get feedback on their work, but that is digital, in its nat",389.58
salon-110,cha,can,0.67,"rse doesn't require you to do that translation process. You can just keep it digital. And you can also do scale, and do all",414.27
salon-110,cha,can,0.67," about in a second, but if you go into Loop's homepage, you can see that we have the Critique Club up here.",577.09
salon-110,cha,chance,0.67,"paces and things, I wanted to make sure that people had the chance to apply anonymously.",603.75
salon-110,cha,can,0.67,"Ariel, can you stop sharing? I think we have your screen up still, I'm",1010.16
salon-110,cha,can,0.67,"Nope, can hear you now.",1506.71
salon-110,cha,Can,0.67," to talk next about, her studio, and maybe GALINA's studio. Can you talk about your role as the graphic designer for the si",1532.98
salon-110,cha,can,0.67,"So maybe I can share a little bit,",1695.84
salon-110,cha,can,0.67,"Maybe we can go to the studios, and then kind of show a little bit how…",1700.75
salon-110,cha,can,0.67,"I'm not an English native speaker, but yeah, I can do.",1717.45
salon-110,cha,Can,0.67,Can you see the screen?,1754.36
salon-110,cha,Can,0.67,"Can show in us, with this kind of,",1827.44
salon-110,cha,can,0.67,"We can jump into one… one of the studios, so we can… we can, yeah,",1900.0
salon-110,cha,can,0.67,"i-performance piece, but it's kind of cool, because anybody can come whenever they want, and one of us will be there, or pr",2216.72
salon-110,cha,can,0.67,"So, you can see that",2307.41
salon-110,cha,can,0.67,"that SAHAR can talk about, what she took away from the experience, and if ",2425.19
salon-110,cha,can,0.67,"I'm gonna read, so can you see my screen?",2475.85
salon-110,cha,can,0.67,"insights with us. So, at the right, you can see Renata's avatar.",2682.72
salon-110,cha,can,0.67,"And if you can find my,",2887.5
salon-110,cha,can,0.67,"portal, you can go, through my portal, or I can share my verse, so we can g",2893.51
salon-110,cha,can,0.67,"If it's difficult, I can just put my verse, I don't know which one.",2942.41
salon-110,cha,can,0.67,So this is my… can you see my screen?,3020.0
salon-110,cha,can,0.67,"Okay, so, at, the left, top left, you can see my avatar.",3026.63
salon-110,cha,can,0.67,"d you to, the artist's verse. So I will go to my verse, you can hear Sloanam SALON.",3054.32
salon-110,cha,can,0.67,"And you can go to, into the building, and the ruins, and lie…",3190.44
salon-110,cha,can,0.67,So we can see…,3208.16
salon-110,cha,can,0.67,"That's my avatar in the mirror, and the light. And I can change the light and everything, and the lighting. There is",3210.22
salon-110,cha,can,0.67,Which shows you how can you exit.,3406.1
salon-110,cha,Can,0.67,So here we are. Can everybody see?,3572.31
salon-110,cha,can,0.67,that now I've got myself a studio for a year in loop that I can…,3688.91
salon-110,cha,can,0.67,"you can… if you're… if you come to the space, you can go visit this",3721.11
salon-110,cha,can,0.67,"You can come on Sundays between 12 and 2 p.m. Eastern, or 5 and 7 p",3764.16
salon-110,cha,can,0.67,"G into the space. She's just uploaded these photos, and you can enlarge them.",3789.91
salon-110,cha,can,0.67,"Oh, you pin them, okay. So, you can blow up your JPEG to be really monumental in this space. Th",3808.76
salon-110,cha,can,0.67,"And you can see, also, you can…",3830.18
salon-110,cha,can,0.67,"Know that sound is spatial, so you can sort of hear people coming closer and going farther away.",3833.59
salon-110,cha,can,0.67,And I think we've already seen that you can fly. I'm gonna try to fly into the red…,3887.81
salon-110,cha,can,0.67,"And you can have meetings in here, if you want some privacy, or… it's j",3914.85
salon-110,cha,can,0.67," you to come visit on Sundays and talk about your work. You can upload your work here really easily, and it doesn't have to",3942.12
salon-110,cha,can,0.67,"ble. That is, people with a lot of experience and expertise can go in and do their thing, and people with virtually no expe",4074.22
salon-110,cha,can,0.67,", you know, I'm interested in looking to the future of what can be accomplished, by kind of, like, you know, the overlap an",4090.04
salon-110,cha,can,0.67,"ers from Sketchfab. If you want to have some free GLVs, you can just search Sketchfab and, download from there. But the oth",4218.7
salon-110,cha,can,0.67,"projects inside Loop that you can explore, and…",4253.87
salon-110,cha,can,0.67,"But we can, like, we can use it. You can go meet a friend there, you c",4287.8
salon-110,cha,can,0.67,"r question that I was asked to pose to everybody, which is, can you think of ways that TECSPressionism and loop can get mor",4333.26
salon-110,cha,can,0.67,"ome to use the… there's the react button on the bottom, you can click that, and then hit the raise hand, and I'm happy to c",4355.6
salon-110,cha,can,0.67,", different kings, and the mysterious part is that no diver can dive into the…",4494.67
salon-110,cha,chakra,0.67,"And, it is told, I don't know, it's the fifth chakra of the Earth. So, during, March, or, yeah, March, Reiki hea",4523.44
salon-110,cha,can,0.67,"the gates are closed to people, so the Reiki healers can meditate and do their stuff. I was going to put some medita",4549.77
salon-110,cha,can,0.67,"Digital space, which can be anything.",4658.75
salon-110,cha,chakra,0.67,"the energy from that place, you say it was, like, the fifth chakra of the world, but it's, like, now represented in this virtu",4661.07
salon-110,cha,can,0.67,You can export one first.,4725.66
salon-110,cha,can,0.67,"ar knowledge about GLBs, or how to export this, and then we can help each other, and it's all very, like,",4824.77
salon-110,cha,can,0.67,"they can find it always written down. And that's kind of, like, anot",4882.49
salon-110,cha,can,0.67,"it another step where you're really saying, yeah, sure, you can load things you've done, but it seems to me it's the idea i",5014.41
salon-110,cha,can,0.67,"put up works that you've made before, you know, and then we can give feedback, but at least",5026.54
salon-110,cha,can,0.67,"feedback thing goes straight into something that, you know, can be used right away. But the other major thing that happens ",5059.49
salon-110,cha,can,0.67," is there's only so much of, like, megabytes and stuff that can be in there.",5118.65
salon-110,cha,can,0.67,"hat. Yeah, so we're, like, kind of safe from something that can happen to, like, a spatial or to the other one that everybo",5230.17
salon-110,cha,can,0.67,"And hopefully we can help them as well. So, yeah. Needs to be both, because I'm ",5334.81
salon-110,cha,can,0.67," we have, here with the Techspressionism community, and you can find out more about that on our homepage.",5639.64
salon-110,cha,can,0.67,"e group from Loop. It's really been awesome, and I think we can come up with some, you know, pretty interesting",5663.88
salon-110,cha,can,0.67,"party after the recording stops in each salon, where people can stay on if they want, and…",5757.37
salon-039,Michael Pierre Price,Michael Pierre,0.82," and I were very, you know, like Colin and other people and Michael Pierre and other people here, you know, you, you thought you were ",2785.34
salon-039,Greggory Hill,gregory i'll,0.88,nother that's a whole yeah yeah yeah but yeah um so we have gregory i'll send you an email is that the best way to do it okay there',5050.02
salon-042,Mary Ann Strandell,Mary Ann Strandle,0.91,Mary Ann Strandle.,719.98
salon-042,Brandon S Gellis,Brandon Gillis,0.87,Brandon Gillis is right beneath Davos Peace.,925.42
salon-042,Tor Burwell,Tor Borwell,0.91,The next piece is Tor Borwell.,1152.28
salon-042,Adelfino Corino,Aldofino Corino,0.87,Next we have Aldofino Corino.,1220.1
salon-042,Michael Rees,Michael Price's,0.81,"And if you do end up picking up that postcard with Michael Price's work,",1394.56
salon-042,Michael Rees,Michael Reese's,0.89,"And then we're going to go around, first, Michael Reese's sculptors here,",1444.08
salon-042,Ben Red,be fired,0.8,it might not be fired up.,1486.18
salon-042,Gregory Little,Greg Little,0.88,And I don't believe Greg Little is here in the Zoom.,2227.58
salon-042,Sahar Moussavi,"Sahar, Nusavi",0.81,"Sahar, Nusavi, certainly seen online.",2356.16
salon-042,Hayede Jamshidi,Hayide Jamshidai,0.9,"And the next three are Hayide Jamshidai. I hope I'm saying the name correctly. James,",2486.9
salon-042,Hayede Jamshidi,Hayide Jamshidai,0.9,"Hi. Hi, I'm Hayide Jamshidai. And I made this piece in 2020 when I was in lockdown.",2502.1
salon-042,Tikoi Kuitenbrouwer,Tikowai Kuitenbrauer,0.87,Tikwa or Tikowai Kuitenbrauer. Sticks and Bones Digital Monoprint on Aluminum. The Nether,2581.62
salon-042,Guillermo Arismendi,Guillermo Arias-Mondi,0.9,Guillermo Arias-Mondi from the Canary Islands.,2980.26
salon-042,Meltdownlove,Meltdown,0.8,Meltdown Love is the artist.,3305.98
salon-042,Meltdownlove,Meltdown,0.8,"Meltdown Love is not, I believe, in the Zoom.",3327.92
salon-042,Meltdownlove,Meltdown,0.8,"And I know that Meltdown Love also creates work in a variety of media, NFTs, as well",3362.0
salon-042,Philippe Ormières,Philippe Ormiere,0.91,The next is Philippe Ormiere.,3400.24
salon-042,Michael Paulukonis,Michael Poluconis,0.86,"Prince Bernoullia, Vicente Rivera, Michael Poluconis,",3779.66
salon-042,Michaël Borras AKA Systaime,"Michael Borras, AKA Sistame",0.89,"Michael Borras, AKA Sistame, France.",3785.66
salon-042,Jan Swinburne,Jan Swinbur,0.92,"TinTan23x, Jan Swinbur, Frederick Pons,",3807.54
salon-042,Frédéric Pons,Frederick Pons,0.81,"TinTan23x, Jan Swinbur, Frederick Pons,",3807.54
salon-042,TinTin23x,TinTan23x,0.89,"TinTan23x, Jan Swinbur, Frederick Pons,",3807.54
salon-042,Seungjin Lee,Sanjin Lee,0.82,"Sanjin Lee, Cynthia DiDonato,",3821.36
salon-042,Andy Wauman,Andy Wolman,0.82,"Reese Schroeder, Sarah Song, and Andy Wolman,",3824.22
salon-042,Giovanna Sun,"Giovanna,",0.8,"Um, research Giovanna, would you like to, um, say a few words?",4947.12
salon-042,Michael Strevens,Michael Rees's,0.8,"of Michael Rees's, but I didn't see his label.",5659.68
salon-042,Diane Marsella,Diana Marcella,0.86,"Diana Marcella, A Star is Born, Digital on Aluminum, 2022.",5685.44
salon-042,Nina Yankowitz,Nina Yankovic,0.81,"her digital handshake, with Nina Yankovic,",5783.08
salon-042,Nina Yankowitz,Nina Yankovic,0.81,my friend Nina Yankovic.,5785.92
salon-042,Darcy Gerbarg,Darcy Garbage,0.85,m of the show. And I think we'll just start right here with Darcy Garbage.,6121.98
salon-042,Patrick Lichty,patrick lickley,0.83,husband patrick lickley so we lived in abu dhabi and because of a lot of political ,6341.48
salon-042,Dan Welden,Dan Weldon,0.9,Solar plate printing pioneered by Dan Weldon,6544.24
salon-042,Dan Welden,Dan Weldon,0.9,"Dan Weldon, who invented solar plate,",6576.3
salon-042,John Zieman,John Seaman,0.82,John Seaman.,6848.06
salon-042,Mary Boochever,Mary Buchever,0.89,"Mary Buchever, treatments one through, I believe, 11.",7098.18
salon-042,Michael Strevens,Michael Reese,0.83,I think here's Michael Reese.,7339.18
salon-042,Dan Welden,Dan Weldon,0.9,Dan Weldon.,7865.36
salon-042,Mary Ann Strandell,Mary Ann Strandle,0.91,ext we have Mary. Are you ready Davo? Who's that? Mary Ann? Mary Ann Strandle. Titled streaming flowers to slash brain acrylic on 3D lent,556.14
salon-042,Brandon S Gellis,Brandon Gillis,0.87,Great. Brandon Gillis is right beneath Davos Peace. And it's titled 182 Interacti,922.8
salon-042,Tor Burwell,Tor Borwell,0.91, take place. So it's really cool.  Great. The next piece is Tor Borwell. It's titled Flunky Flux. It's a video. United States 2022.,1105.32
salon-042,Adelfino Corino,Aldofino Corino,0.87,"ght. There you go. It certainly is the future. Next we have Aldofino Corino. And this is titled RIMM, R-I-M-M, Oil and Enamel Painted P",1105.32
salon-042,Michael Rees,Michael Reese's,0.89,"ough to the back. And then we're going to go around, first, Michael Reese's sculptors here, these inflatable sculptors. And then we're ",1289.62
salon-042,Ben Red,be fired,0.8,"em in which if the work is viewed on a tablet, it might not be fired up. I'm not 100% sure. But there's some pretty interesting ",1472.92
salon-042,Sahar Moussavi,"Sahar, Nusavi",0.81,"ist's name. Mixed Media, United Kingdom, 2022. Right here.  Sahar, Nusavi, certainly seen online. I know some of us have. The Black H",2197.0
salon-042,Gregory Little,Greg Little,0.88,down at dawn. Digital print. U.S. 2022. And I don't believe Greg Little is here in the Zoom. But Greg was actually my graduate advi,2197.0
salon-042,Hayede Jamshidi,Hayide Jamshidai,0.9,"ar. Nice to see you. You're welcome. And the next three are Hayide Jamshidai.  I hope I'm saying the name correctly. James, can you get ",2378.36
salon-042,Tikoi Kuitenbrouwer,Tikowai Kuitenbrauer,0.87," then I'm sorry, I may not say the name correctly. Tikwa or Tikowai Kuitenbrauer. Sticks and Bones Digital Monoprint on Aluminum. The Nether",2560.68
salon-042,Guillermo Arismendi,Guillermo Arias-Mondi,0.9,e. Thank you. Thank you.  And below that we have Guillermo. Guillermo Arias-Mondi from the Canary Islands. The title is 100921. It's a digita,2933.22
salon-042,Philippe Ormières,Philippe Ormiere,0.91,re interested in looking at what he has online. The next is Philippe Ormiere. His piece is called Ceté Couché de Soleil Magique. Digital,3296.94
salon-042,Meltdownlove,Meltdown,0.8,"aditional perceptions of self, order, and place. Beautiful. Meltdown Love is the artist. Media disease. Print sees eyes. Digital",3296.94
salon-042,Michaël Borras AKA Systaime,"Michael Borras, AKA Sistame",0.89,"ever, Prince Bernoullia, Vicente Rivera, Michael Poluconis, Michael Borras, AKA Sistame, France. Well, they're all from different countries. Sean, ",3658.92
salon-042,Andy Wauman,Andy Wolman,0.82,"jin Lee, Cynthia DiDonato, Reese Schroeder, Sarah Song, and Andy Wolman, and Colin Goldberg. I think we only saw Victor's on that o",3658.92
salon-042,Jan Swinburne,Jan Swinbur,0.92,"leur, Randy Musischewitz, Janice Randenburg-Lee, TinTan23x, Jan Swinbur, Frederick Pons, Diana Diavola, Lee Day, Susan Wong, Nina S",3658.92
salon-042,Frédéric Pons,Frederick Pons,0.81,"usischewitz, Janice Randenburg-Lee, TinTan23x, Jan Swinbur, Frederick Pons, Diana Diavola, Lee Day, Susan Wong, Nina Sobel, Dana Jones",3658.92
salon-042,Michael Paulukonis,Michael Poluconis,0.86,"Chat Noir, Lee Schnever, Prince Bernoullia, Vicente Rivera, Michael Poluconis, Michael Borras, AKA Sistame, France. Well, they're all fro",3658.92
salon-042,Seungjin Lee,Sanjin Lee,0.82,"Diavola, Lee Day, Susan Wong, Nina Sobel, Dana Jones, N3T4, Sanjin Lee, Cynthia DiDonato, Reese Schroeder, Sarah Song, and Andy Wo",3658.92
salon-042,TinTin23x,TinTan23x,0.89,", Karen LaFleur, Randy Musischewitz, Janice Randenburg-Lee, TinTan23x, Jan Swinbur, Frederick Pons, Diana Diavola, Lee Day, Susan",3658.92
salon-042,Giovanna Sun,"Giovanna,",0.8,", thank you again. Thank you, Stephanie. Okay. Um, research Giovanna, would you like to, um, say a few words?  Oh yeah. Um, yeah,",4776.24
salon-042,Michael Strevens,Michael Rees's,0.8,"nteresting.  Quick aside, I don't think I gave the title of Michael Rees's, but I didn't see his label. It says Synth Cell 009, Stream",5513.1
salon-042,Diane Marsella,Diana Marcella,0.86,"m the title of this piece. Moving on.  Thank you very much. Diana Marcella, A Star is Born, Digital on Aluminum, 2022. Is Diana with u",5513.1
salon-042,Nina Yankowitz,Nina Yankovic,0.81,"ng to be part of her handshake, her digital handshake, with Nina Yankovic, my friend Nina Yankovic. Really? Yeah. And when I was look",5695.16
salon-042,Darcy Gerbarg,Darcy Garbage,0.85,"m of the show. And I think we'll just start right here with Darcy Garbage. He works in the metaverse, literally in the metaverse. Dar",6069.12
salon-042,Patrick Lichty,patrick lickley,0.83,t of this installation we are doing with uh my dear husband patrick lickley so we lived in abu dhabi and because of a lot of political ,6253.14
salon-042,Dan Welden,Dan Weldon,0.9, are all tied up with it. Solar plate printing pioneered by Dan Weldon at Hampton Editions is an environmentally friendly technolo,6469.1
salon-042,John Zieman,John Seaman,0.82,"lly committed to this medium. Thank you. Thank you, Sholda. John Seaman. Three variations on a poem video art file. And I know I me",6836.52
salon-042,Mary Boochever,Mary Buchever,0.89," on to the back wall here, but very visible from the front. Mary Buchever, treatments one through, I believe, 11.  Paper Inc. US 2003",7019.44
salon-042,Michael Strevens,Michael Reese,0.83,e a difference making the difference? Right. I think here's Michael Reese. And it's another wonderful one of his blowups. I think I'm,7200.8
salon-042,Dan Welden,Dan Weldon,0.9,hrough now.  You can find out more about this piece online. Dan Weldon. The inventor of solar plate etching. And these pieces here,7748.62
presentation-009,Roman Verostko,Roman Verasco,0.81,Roman Verasco is one of the artists well known for plotter drawings.,2966.86
presentation-009,Peter Borges,Peter Bourget,0.88,I'm named Peter Bourget.,3089.8
presentation-009,Mark Klink,mark like,0.84,"osition so I draw on the tablet. A lot of times I'll make a mark like a gestural mark, and then I rotated in space within a vecto",3862.82
presentation-009,Mark Walker,mark like,0.8,"osition so I draw on the tablet. A lot of times I'll make a mark like a gestural mark, and then I rotated in space within a vecto",3862.82
presentation-009,Verneda Lights,Vernaida Light,0.86,"share, OK, and then there's Vernaida, Vernaida Light is the last one that I see on there.",5119.5
presentation-009,Roman Verostko,Roman Verasco,0.81,it allows you to mount standard drawing implements into it. Roman Verasco is one of the artists well known for plotter drawings. He's,2943.66
presentation-009,Peter Borges,Peter Bourget,0.88," That came into. The, the Techspressionist group. I'm named Peter Bourget. Who is based in Brooklyn. And I saw his work. He was one o",2943.66
presentation-009,Mark Klink,mark like,0.84,"osition so I draw on the tablet. A lot of times I'll make a mark like a gestural mark, and then I rotated in space within a vecto",3857.3
presentation-009,Mark Walker,mark like,0.8,"osition so I draw on the tablet. A lot of times I'll make a mark like a gestural mark, and then I rotated in space within a vecto",3857.3
presentation-009,Verneda Lights,Vernaida Light,0.86,"take one really quick share, OK, and then there's Vernaida, Vernaida Light is the last one that I see on there.  So where is Renata Re",4949.62
interview-030,Oliver Peterson,older person,0.81,to school as an older person with lots of little people. So that was that was fun. And I,333.82
roundtable-001,Michael Strevens,Michael Rees's,0.8,Michael Rees's work is a perfect example of that.,1746.54
roundtable-001,Divine Bradley,Davante Bradley,0.83,"to me, it describes what I'm doing. There was one artist, Davante Bradley, Davo, who came in and he",2069.66
salon-009,Carmen Moses,can see,0.63,"Anyway, I'm zooming back, but I don't know if you can see this Ferris wheel here and the ones and zeros, the word ASC",412.56
salon-009,Carmen Moses,can see,0.63,"Yes, yes, yes. Here you can see like canvas and I'm trying to paint all over.",1254.38
salon-012,Michael Pierre Price,"Michael Rees, Michael",0.68,"Okay. So, Carter, Michael Rees, Michael Price, Colin,",171.58
salon-025,Mac Premo,Mac problem,0.8,"It's a Mac problem, a Mac security issue that we just-",330.04
salon-030,RnD Team,red team,0.88,this painting and then it was actually very like orange and red team based artwork.,3358.92
salon-032,LoVid,love,0.67,And I'm really like in love and really believe in that world of merch and music and dis,2663.96
salon-033,Nina Yankowitz,Nina Yankovic,0.81,Is Nina Yankovic still there?,5075.7
salon-042,Michael Strevens,Michael Rees's,0.8,"And then we're going to go around, first, Michael Rees's sculptors here,",1444.08
salon-043,Michael Strevens,Michael Rees's,0.8,Michael Rees's sculptures.,5794.56
salon-044,Ben Red,being read,0.82,"You know, so here you can hear the poem being read through, you'll hear the voice of the poem.",3801.6
salon-045,Michael Strevens,Michael Rees's,0.8,nice well if uh if you guys are um able to tune in to Michael Rees's thing tomorrow,5211.46
salon-046,Sue Beyer,Sue Byers,0.89,"So, Sue Byers piece is algorithmic.",4292.34
salon-047,Susan Huang,Susan has,0.8, after this. So thank you for your presentation. Looks like Susan has her hand raised. So Susan,2277.56
salon-049,Michael Strevens,Michael Rees's,0.8,"like in, in, in her, you know, where she's going, and maybe Michael Rees's piece, you know, in other words, these things that, you kno",464.88
salon-049,Michael Strevens,Michael Rees's,0.8,"Patrick, when you say Michael Rees's piece, are you speaking about the inflatables?",526.56
salon-052,Steve Miller,stevemiller.com,0.81,Neil deGrasse Tyson. He posts daily on Instagram at stevemiller.com and Twitter at stevemillerart.,459.92
salon-054,Andy Wauman,and human,0.8,"nature and human invention, rather than human invention taking over.",3997.0
salon-071,Patrick Lichty,Patrick Lipty,0.89,"ave books by Victor Acevedo, Davonte Bradley, Holly Gordon, Patrick Lipty, DJ Spooky, Steve Miller, Joseph Nechvatal, and Spalter and",5002.1
salon-071,Anne Spalter,and Spalter,0.87,", Patrick Lipty, DJ Spooky, Steve Miller, Joseph Nechvatal, and Spalter and Sasha Stiles.",5002.1
salon-074,Anton MCHX,"Anton,",0.67,"Anton, we have a couple of minutes left, if you could.",732.22
salon-086,Oz Van Rosen,Osvan Rosen,0.87,over it and then Osvan Rosen and Renata sort of flanking the piece there.,4861.8
salon-087,cari ann shim sham*,Carrie Ann Shimsham,0.89,"of the museum here, who are the curators of the exhibition, Carrie Ann Shimsham and Joey Zaza.",33.86
salon-087,Lucy Boyd-Wilson,Lucy Boyd-Williams,0.82,"Lucy Boyd-Williams, Earth, Trees, Sky, Orbs, Lucy.",1099.56
salon-087,Adrianne Wortzel,Adrian Wurzel,0.83,Night's Watch by Adrian Wurzel.,1575.44
salon-087,Stephen Paré,Stephen Parrott,0.81,"Here we have I, Too, Am a Cat by Stephen Parrott.",3394.94
salon-087,Deb Lutz,de luz,0.86,will i ever wake up by nina de luz anaya are you here would you like to speak,7226.02
salon-087,Galina Shevchenko,"Galina, shvenko",0.88,"bye Galina, shvenko",7393.4
salon-089,Andy Young,and Yon,0.82,"Sure, and I'd like to invite Sahar and Yon, who've been using it more than I have, to jump in if I'm n",64.76
salon-089,Tommy Mintz,Tommy Mince,0.82,I have a Tommy Mince on the wall behind me.,4868.64
salon-089,Tommy Mintz,Tommy mints,0.91,By Tommy mints.,5190.8
salon-090,Soy Nando,Sony Quando,0.8,ds and DA David bloody synchronisions in video recorded via Sony Quando Van Halen near CR��uy Ferrer studio in digoラテ Imperium C na,1509.76
salon-090,David Bloom,David bloody,0.87,'ve created 5x5 musical photographs with music cards and DA David bloody synchronisions in video recorded via Sony Quando Van Halen ,1509.76
salon-090,Steve Miller,see me,0.67,"You can see me, right?",3845.34
salon-090,Steve Miller,see me,0.67,Because I can't see me.,3846.64
salon-090,Steve Miller,see me,0.67,"Oh, yeah, I see me.",3849.3
salon-093,Oz Van Rosen,Osvan Rosen,0.87,"search for Techspressionism, and I saw that an artist named Osvan Rosen had independently used the term to describe her work in sev",1089.28
salon-093,Anne Spalter,and Spalter,0.87,"ussions with many pioneers in the field, such as the artist and Spalter, who is the founder of the digital art programs at the Rhod",1408.74
salon-093,Allen Hirsh,Alan Hirsch,0.82,And I see I'm going to pick Alan Hirsch first.,4527.84
salon-094,Tommy Mintz,two minutes,0.64,"Artists, which is composed of four audiovisual pieces, each two minutes in duration.",24.74
salon-094,Darcy Gerbarg,Darcy Gabarg,0.88,scroll past this until we get to some people showing up. Darcy Gabarg has a beautiful augmented,1034.78
salon-094,Tommy Mintz,two main,0.63,"I mean, I think those are two main approach that the artists have taken.",2461.12
salon-094,Tommy Mintz,two minute,0.67,So here you see an abstract part of my two minute piece.,2983.72
salon-095,Tommy Mintz,Tony Mintz,0.86,"And by the way, this is Tony Mintz.",204.7
salon-095,Patrick Lichty,Patrick Lickety,0.9,anybody else who was doing it and I looked it up and it was Patrick Lickety was named for the person who was on the internet to have do,388.72
salon-095,Patrick Lichty,Patrick Lifty,0.89,"for as a studio assistant when I was a undergraduate and Patrick Lifty, who I met in graduate school,",1122.38
salon-095,SURPRISE CAMEO!!,surprised,0.64,"but I'm super surprised I'm here in today's,",1777.14
salon-095,zeitgeistmode,zeitgeist,0.82,you were talking about the the onion and the outer layer is zeitgeist too and and I,2135.26
salon-095,zeitgeistmode,zeitgeist,0.82,zeitgeist moment I remember several years ago or it was just like two,2142.92
salon-095,zeitgeistmode,zeitgeist,0.82,this zeitgeist moment where people are tapping in to you know the expressi,2157.66
salon-095,zeitgeistmode,zeitgeist,0.82,zeitgeist moment where whether people are you know in this group or n,2184.82
salon-095,TinTin23x,Tintin,0.8,"Tintin 23X said, my question for the panel relates to the somethin",3116.42
salon-095,Andrea Bonaceto,andrea bonchetta,0.84,came into the group andrea bonchetta who he created an nft with sophia which was a robot,3311.0
salon-095,Anne Spalter,and spalter,0.87,"like and spalter spacious,",3729.88
salon-097,Allen Hirsh,and his,0.67,and his pathological hatred of windmills. So this is sort of my int,1280.38
salon-097,Allen Hirsh,and his,0.67,"I'm not sure if you're familiar with him and his work,",3763.48
salon-097,Chris Bly,Chris,0.71,I have a very brief question for Chris and then a general question for the three artists.,4943.04
salon-097,Chris Bly,"Chris,",0.71,"For Chris, the question is, how often do you have to, as a brush is us",4949.84
salon-097,Allen Hirsh,all their,0.7,And all their talent is how they use the camera and how they use post cap,5147.6
salon-097,Chris Bly,"Chris,",0.71,"And Chris, do you want to close out",5329.06
salon-098,Michael Woodruff,michael wood,0.86,really excited to share it uh michael wood woodruff has is a professional videographer like,224.38
salon-098,Ann Shapiro,and share,0.7,"in and share some work that you know, might be helpful to you. So thank ",517.08
salon-100,Gregory Patrick Garvey,Greg Garvey,0.67,and Greg Garvey is controlling the actual slideshow.,216.42
salon-100,Andy Wauman,and human,0.8,"rnational flavor of this group, and just the wonderful work and human beings that all of",4364.78
salon-100,Gregory Patrick Garvey,Greg Garvey,0.67,Greg Garvey just signed off.,5006.76
salon-100,Michael Farmer,Michael came,0.85,And then Michael came up with Michael Woodruff with the patterning that we had th,5415.06
salon-100,Patrick Lichty,Patrick Licktee,0.83,And then Patrick Licktee and Greg Garvey started to brainstorm how we could work tha,5421.7
salon-101,ST Rivera,strive,0.8,All this drawing by hand is something that I really strive to retain,609.62
salon-101,Tommy Mintz,to point,0.63,And I'd also like to point out the color palette in this painting is very soft.,674.24
salon-101,Gregory Little,Greg Little,0.88,"And then I printed it as a monoprint, which now Greg Little, who is my graduate advisor,",4270.22
salon-101,Tommy Mintz,two minutes,0.64,ould stop making contact with people at one minute and then two minutes later they'd stop making contact with people at two minutes,5454.86
salon-103,Verneda Lights,Vernada grants,0.71,"A cultural griot of the Gullah Geechee Nation, Vernada grants her artistic practice in the",205.4
salon-103,Ben Red,been fed,0.8,"Then the AI analyzes what has been fed and it learns patterns, like what cat sunset or in the styl",899.22
salon-103,Ben Red,been fed,0.8, it has very sophisticated concept of patterns because it's been fed on the,4120.74
salon-106,Systaime,systems,0.67,I cropped systems video.,3830.92
salon-106,Isabelle Arvers,Isabelle,0.7,Isabelle is perfect.,4080.58
salon-106,Systaime,systems,0.67,He's making like tons of videos of systems.,4100.14
salon-109,Visheh,Vishay,0.67,She's called Vishay.,50.02
salon-109,Visheh,Vishay,0.67,"So Vishay, take it away.",64.6
salon-109,Visheh,Vishay,0.67,I'm Vishay.,73.02
salon-109,Adrianne Wortzel,Adrian Wardsell,0.71,So our next presenter is Adrian Wardsell.,531.7
salon-109,Tommy Mintz,to paint,0.63,Are you ready to paint me?,1619.06
salon-109,Visheh,Vishay,0.67,"Yeah, Vishay, if you're still here,",3393.08
